acupoint,symptom,meridian
曲骨穴,過早射精,14
曲骨穴,遺精,14
曲骨穴,陰囊搔癢,14
曲骨穴,陰囊濕冷,14
曲骨穴,陰道炎,14
曲骨穴,陰部感到寒冷,14
曲骨穴,陽萎,14
曲骨穴,黃帶,14
曲鬢穴,三叉神經痛,11
曲鬢穴,中耳炎,11
曲鬢穴,乾嘔,11
曲鬢穴,偏頭痛,11
曲鬢穴,口噤不開,11
曲鬢穴,口歪眼斜,11
曲鬢穴,啞,11
曲鬢穴,嘔吐,11
曲鬢穴,失音,11
曲鬢穴,暈眩,11
曲鬢穴,梅尼爾氏病,11
曲鬢穴,牙周疾病,11
曲鬢穴,牙痛,11
曲鬢穴,牙關緊閉,11
曲鬢穴,牙齒痛,11
曲鬢穴,牙齒緊閉口張不開,11
曲鬢穴,牙齦出血,11
曲鬢穴,牙齦腫脹,11
曲鬢穴,目赤腫痛,11
曲鬢穴,眼睛紅痛,11
曲鬢穴,砂眼,11
曲鬢穴,脖子酸痛,11
曲鬢穴,貝爾氏癱瘓,11
曲鬢穴,針眼,11
曲鬢穴,面色灰暗,11
曲鬢穴,面色較黑,11
曲鬢穴,項強不得顧,11
曲鬢穴,頭痛,11
曲鬢穴,頷頰腫,11
曲鬢穴,頸部痠痛,11
曲鬢穴,齒痛,11
會宗穴,上肢肌膚痛,10
會宗穴,氣喘,10
會宗穴,癇證,10
會宗穴,癲癇,10
會宗穴,耳聾,10
會宗穴,耳鳴,10
會宗穴,腮腺炎,10
會宗穴,臂痛,10
會宗穴,頭痛,10
會陰穴,便秘,14
會陰穴,前列腺炎,14
會陰穴,夜間遺尿,14
會陰穴,大便出血,14
會陰穴,大便失禁,14
會陰穴,大便時間較長,14
會陰穴,大便溏,14
會陰穴,大便秘結,14
會陰穴,大便稀薄,14
會陰穴,大便膿血,14
會陰穴,女陰搔癢,14
會陰穴,小便難,14
會陰穴,尿中混挾精液,14
會陰穴,性慾低下,14
會陰穴,排尿困難,14
會陰穴,排尿疼痛,14
會陰穴,月經期間大便出血,14
會陰穴,月經稀少,14
會陰穴,月經週期不規則,14
會陰穴,男性勃起障礙,14
會陰穴,痔疾,14
會陰穴,痔瘡,14
會陰穴,癲狂,14
會陰穴,白帶,14
會陰穴,脫肛,14
會陰穴,腹瀉,14
會陰穴,腹股溝疝氣,14
會陰穴,遺精,14
會陰穴,陰囊搔癢,14
會陰穴,陰挺,14
會陰穴,陰莖疼痛搔癢,14
會陰穴,陰道炎,14
會陰穴,黃帶,14
會陽穴,便秘,7
會陽穴,便血,7
會陽穴,前列腺炎,7
會陽穴,坐骨神經痛,7
會陽穴,大便出血,7
會陽穴,大便失禁,7
會陽穴,大便溏,7
會陽穴,大便稀薄,7
會陽穴,大便膿血,7
會陽穴,女陰搔癢,7
會陽穴,尿失禁,7
會陽穴,帶下,7
會陽穴,月經期間大便出血,7
會陽穴,月經期間腹瀉,7
會陽穴,泄瀉,7
會陽穴,男性勃起障礙,7
會陽穴,痔疾,7
會陽穴,痔瘡,7
會陽穴,痢疾,7
會陽穴,白帶,7
會陽穴,皮膚搔癢,7
會陽穴,腰痛,7
會陽穴,腹瀉,7
會陽穴,腹痛,7
會陽穴,臀部痛,7
會陽穴,赤白帶,7
會陽穴,赤白帶下,7
會陽穴,陰囊搔癢,7
會陽穴,陰道炎,7
會陽穴,陽痿,7
會陽穴,陽萎,7
會陽穴,黃帶,7
期門穴,上吐下瀉,12
期門穴,乳腺炎,12
期門穴,乾嘔,12
期門穴,傷寒熱入血室,12
期門穴,十二指腸炎,12
期門穴,原發性高血壓,12
期門穴,吞酸,12
期門穴,呃逆,12
期門穴,咳喘,12
期門穴,咳嗽,12
期門穴,嘔吐,12
期門穴,夜間遺尿,12
期門穴,大便溏,12
期門穴,大便稀薄,12
期門穴,奔豚,12
期門穴,容易生氣,12
期門穴,心痛,12
期門穴,心絞痛,12
期門穴,心肌炎,12
期門穴,感到噁心反胃,12
期門穴,慢性肝炎,12
期門穴,慢性肝硬化,12
期門穴,打嗝,12
期門穴,排尿困難,12
期門穴,排尿疼痛,12
期門穴,暈眩,12
期門穴,月經期間腹瀉,12
期門穴,月經週期不規則,12
期門穴,梅尼爾氏病,12
期門穴,氣喘,12
期門穴,氣從少腹起上衝咽喉,12
期門穴,泄瀉,12
期門穴,消化不良,12
期門穴,產後乳汁不足,12
期門穴,痢疾,12
期門穴,瘧疾,12
期門穴,糖尿病,12
期門穴,經常放屁,12
期門穴,肋間疼痛,12
期門穴,胃下垂,12
期門穴,胃脘痛,12
期門穴,胃腸脹氣,12
期門穴,胃酸逆流,12
期門穴,胃食道逆流,12
期門穴,胸中熱,12
期門穴,胸悶,12
期門穴,胸脅脹滿疼痛,12
期門穴,胸脅脹痛,12
期門穴,脖子酸痛,12
期門穴,腎炎,12
期門穴,腎結石,12
期門穴,腹瀉,12
期門穴,腹股溝疝氣,12
期門穴,腹脹,12
期門穴,蕁麻疹,12
期門穴,輸尿管結石,12
期門穴,面色發紅,12
期門穴,頸部痠痛,12
期門穴,饑不欲食,12
期門穴,黃疸,12
木一穴,胃腸脹氣,NULL
木一穴,脇痛,NULL
木三穴,胃腸脹氣,NULL
木三穴,脇痛,NULL
木二穴,胃腸脹氣,NULL
木二穴,脇痛,NULL
木全穴,眼花時背痛,NULL
木全穴,舌麻,NULL
木全穴,足跟痛,NULL
木全穴,頭暈,NULL
木全穴,黃膽病,NULL
木土穴之分線穴,嘔吐,NULL
木土穴之分線穴,坐骨神經痛,NULL
木土穴之分線穴,岔氣,NULL
木土穴之分線穴,急慢性胃腸炎,NULL
木土穴之分線穴,慢性下痢,NULL
木土穴之分線穴,肝炎,NULL
木土穴之分線穴,肝硬化,NULL
木土穴之分線穴,胃腸脹氣,NULL
木土穴之分線穴,脊椎骨刺,NULL
木土穴之分線穴,脾腫大,NULL
木土穴之分線穴,腰背酸痛,NULL
木土穴之分線穴,腳膝腫痛,NULL
木土穴之土克穴,嘔吐,NULL
木土穴之土克穴,坐骨神經痛,NULL
木土穴之土克穴,岔氣,NULL
木土穴之土克穴,急慢性胃腸炎,NULL
木土穴之土克穴,慢性下痢,NULL
木土穴之土克穴,肝炎,NULL
木土穴之土克穴,肝硬化,NULL
木土穴之土克穴,胃腸脹氣,NULL
木土穴之土克穴,脊椎骨刺,NULL
木土穴之土克穴,脾腫大,NULL
木土穴之土克穴,腰背酸痛,NULL
木土穴之土克穴,腳膝腫痛,NULL
木土穴之土奪穴,嘔吐,NULL
木土穴之土奪穴,坐骨神經痛,NULL
木土穴之土奪穴,岔氣,NULL
木土穴之土奪穴,急慢性胃腸炎,NULL
木土穴之土奪穴,慢性下痢,NULL
木土穴之土奪穴,肝炎,NULL
木土穴之土奪穴,肝硬化,NULL
木土穴之土奪穴,胃腸脹氣,NULL
木土穴之土奪穴,脊椎骨刺,NULL
木土穴之土奪穴,脾腫大,NULL
木土穴之土奪穴,腰背酸痛,NULL
木土穴之土奪穴,腳膝腫痛,NULL
木土穴之土月穴,嘔吐,NULL
木土穴之土月穴,坐骨神經痛,NULL
木土穴之土月穴,岔氣,NULL
木土穴之土月穴,急慢性胃腸炎,NULL
木土穴之土月穴,慢性下痢,NULL
木土穴之土月穴,肝炎,NULL
木土穴之土月穴,肝硬化,NULL
木土穴之土月穴,胃腸脹氣,NULL
木土穴之土月穴,脊椎骨刺,NULL
木土穴之土月穴,脾腫大,NULL
木土穴之土月穴,腰背酸痛,NULL
木土穴之土月穴,腳膝腫痛,NULL
木土穴之土洩穴,嘔吐,NULL
木土穴之土洩穴,坐骨神經痛,NULL
木土穴之土洩穴,岔氣,NULL
木土穴之土洩穴,急慢性胃腸炎,NULL
木土穴之土洩穴,慢性下痢,NULL
木土穴之土洩穴,肝炎,NULL
木土穴之土洩穴,肝硬化,NULL
木土穴之土洩穴,胃腸脹氣,NULL
木土穴之土洩穴,脊椎骨刺,NULL
木土穴之土洩穴,脾腫大,NULL
木土穴之土洩穴,腰背酸痛,NULL
木土穴之土洩穴,腳膝腫痛,NULL
木土穴之土秀穴,嘔吐,NULL
木土穴之土秀穴,坐骨神經痛,NULL
木土穴之土秀穴,岔氣,NULL
木土穴之土秀穴,急慢性胃腸炎,NULL
木土穴之土秀穴,慢性下痢,NULL
木土穴之土秀穴,肝炎,NULL
木土穴之土秀穴,肝硬化,NULL
木土穴之土秀穴,胃腸脹氣,NULL
木土穴之土秀穴,脊椎骨刺,NULL
木土穴之土秀穴,脾腫大,NULL
木土穴之土秀穴,腰背酸痛,NULL
木土穴之土秀穴,腳膝腫痛,NULL
木土穴之土群穴,嘔吐,NULL
木土穴之土群穴,坐骨神經痛,NULL
木土穴之土群穴,岔氣,NULL
木土穴之土群穴,急慢性胃腸炎,NULL
木土穴之土群穴,慢性下痢,NULL
木土穴之土群穴,肝炎,NULL
木土穴之土群穴,肝硬化,NULL
木土穴之土群穴,胃腸脹氣,NULL
木土穴之土群穴,脊椎骨刺,NULL
木土穴之土群穴,脾腫大,NULL
木土穴之土群穴,腰背酸痛,NULL
木土穴之土群穴,腳膝腫痛,NULL
木土穴之土英穴,嘔吐,NULL
木土穴之土英穴,坐骨神經痛,NULL
木土穴之土英穴,岔氣,NULL
木土穴之土英穴,急慢性胃腸炎,NULL
木土穴之土英穴,慢性下痢,NULL
木土穴之土英穴,肝炎,NULL
木土穴之土英穴,肝硬化,NULL
木土穴之土英穴,胃腸脹氣,NULL
木土穴之土英穴,脊椎骨刺,NULL
木土穴之土英穴,脾腫大,NULL
木土穴之土英穴,腰背酸痛,NULL
木土穴之土英穴,腳膝腫痛,NULL
木土穴之土華穴,嘔吐,NULL
木土穴之土華穴,坐骨神經痛,NULL
木土穴之土華穴,岔氣,NULL
木土穴之土華穴,急慢性胃腸炎,NULL
木土穴之土華穴,慢性下痢,NULL
木土穴之土華穴,肝炎,NULL
木土穴之土華穴,肝硬化,NULL
木土穴之土華穴,胃腸脹氣,NULL
木土穴之土華穴,脊椎骨刺,NULL
木土穴之土華穴,脾腫大,NULL
木土穴之土華穴,腰背酸痛,NULL
木土穴之土華穴,腳膝腫痛,NULL
木土穴之土陽穴,嘔吐,NULL
木土穴之土陽穴,坐骨神經痛,NULL
木土穴之土陽穴,岔氣,NULL
木土穴之土陽穴,急慢性胃腸炎,NULL
木土穴之土陽穴,慢性下痢,NULL
木土穴之土陽穴,肝炎,NULL
木土穴之土陽穴,肝硬化,NULL
木土穴之土陽穴,胃腸脹氣,NULL
木土穴之土陽穴,脊椎骨刺,NULL
木土穴之土陽穴,脾腫大,NULL
木土穴之土陽穴,腰背酸痛,NULL
木土穴之土陽穴,腳膝腫痛,NULL
木土穴之木光穴,嘔吐,NULL
木土穴之木光穴,坐骨神經痛,NULL
木土穴之木光穴,岔氣,NULL
木土穴之木光穴,急慢性胃腸炎,NULL
木土穴之木光穴,慢性下痢,NULL
木土穴之木光穴,肝炎,NULL
木土穴之木光穴,肝硬化,NULL
木土穴之木光穴,胃腸脹氣,NULL
木土穴之木光穴,脊椎骨刺,NULL
木土穴之木光穴,脾腫大,NULL
木土穴之木光穴,腰背酸痛,NULL
木土穴之木光穴,腳膝腫痛,NULL
木土穴之木層穴,嘔吐,NULL
木土穴之木層穴,坐骨神經痛,NULL
木土穴之木層穴,岔氣,NULL
木土穴之木層穴,急慢性胃腸炎,NULL
木土穴之木層穴,慢性下痢,NULL
木土穴之木層穴,肝炎,NULL
木土穴之木層穴,肝硬化,NULL
木土穴之木層穴,胃腸脹氣,NULL
木土穴之木層穴,脊椎骨刺,NULL
木土穴之木層穴,脾腫大,NULL
木土穴之木層穴,腰背酸痛,NULL
木土穴之木層穴,腳膝腫痛,NULL
木土穴之木果穴,嘔吐,NULL
木土穴之木果穴,坐骨神經痛,NULL
木土穴之木果穴,岔氣,NULL
木土穴之木果穴,急慢性胃腸炎,NULL
木土穴之木果穴,慢性下痢,NULL
木土穴之木果穴,肝炎,NULL
木土穴之木果穴,肝硬化,NULL
木土穴之木果穴,胃腸脹氣,NULL
木土穴之木果穴,脊椎骨刺,NULL
木土穴之木果穴,脾腫大,NULL
木土穴之木果穴,腰背酸痛,NULL
木土穴之木果穴,腳膝腫痛,NULL
木土穴之木梅穴,嘔吐,NULL
木土穴之木梅穴,坐骨神經痛,NULL
木土穴之木梅穴,岔氣,NULL
木土穴之木梅穴,急慢性胃腸炎,NULL
木土穴之木梅穴,慢性下痢,NULL
木土穴之木梅穴,肝炎,NULL
木土穴之木梅穴,肝硬化,NULL
木土穴之木梅穴,胃腸脹氣,NULL
木土穴之木梅穴,脊椎骨刺,NULL
木土穴之木梅穴,脾腫大,NULL
木土穴之木梅穴,腰背酸痛,NULL
木土穴之木梅穴,腳膝腫痛,NULL
木土穴之木科穴,嘔吐,NULL
木土穴之木科穴,坐骨神經痛,NULL
木土穴之木科穴,岔氣,NULL
木土穴之木科穴,急慢性胃腸炎,NULL
木土穴之木科穴,慢性下痢,NULL
木土穴之木科穴,肝炎,NULL
木土穴之木科穴,肝硬化,NULL
木土穴之木科穴,胃腸脹氣,NULL
木土穴之木科穴,脊椎骨刺,NULL
木土穴之木科穴,脾腫大,NULL
木土穴之木科穴,腰背酸痛,NULL
木土穴之木科穴,腳膝腫痛,NULL
木土穴之木美穴,嘔吐,NULL
木土穴之木美穴,坐骨神經痛,NULL
木土穴之木美穴,岔氣,NULL
木土穴之木美穴,急慢性胃腸炎,NULL
木土穴之木美穴,慢性下痢,NULL
木土穴之木美穴,肝炎,NULL
木土穴之木美穴,肝硬化,NULL
木土穴之木美穴,胃腸脹氣,NULL
木土穴之木美穴,脊椎骨刺,NULL
木土穴之木美穴,脾腫大,NULL
木土穴之木美穴,腰背酸痛,NULL
木土穴之木美穴,腳膝腫痛,NULL
木土穴之木花穴,嘔吐,NULL
木土穴之木花穴,坐骨神經痛,NULL
木土穴之木花穴,岔氣,NULL
木土穴之木花穴,急慢性胃腸炎,NULL
木土穴之木花穴,慢性下痢,NULL
木土穴之木花穴,肝炎,NULL
木土穴之木花穴,肝硬化,NULL
木土穴之木花穴,胃腸脹氣,NULL
木土穴之木花穴,脊椎骨刺,NULL
木土穴之木花穴,脾腫大,NULL
木土穴之木花穴,腰背酸痛,NULL
木土穴之木花穴,腳膝腫痛,NULL
木土穴之木頂穴,嘔吐,NULL
木土穴之木頂穴,坐骨神經痛,NULL
木土穴之木頂穴,岔氣,NULL
木土穴之木頂穴,急慢性胃腸炎,NULL
木土穴之木頂穴,慢性下痢,NULL
木土穴之木頂穴,肝炎,NULL
木土穴之木頂穴,肝硬化,NULL
木土穴之木頂穴,胃腸脹氣,NULL
木土穴之木頂穴,脊椎骨刺,NULL
木土穴之木頂穴,脾腫大,NULL
木土穴之木頂穴,腰背酸痛,NULL
木土穴之木頂穴,腳膝腫痛,NULL
木土穴之火校穴,嘔吐,NULL
木土穴之火校穴,坐骨神經痛,NULL
木土穴之火校穴,岔氣,NULL
木土穴之火校穴,急慢性胃腸炎,NULL
木土穴之火校穴,慢性下痢,NULL
木土穴之火校穴,肝炎,NULL
木土穴之火校穴,肝硬化,NULL
木土穴之火校穴,胃腸脹氣,NULL
木土穴之火校穴,脊椎骨刺,NULL
木土穴之火校穴,脾腫大,NULL
木土穴之火校穴,腰背酸痛,NULL
木土穴之火校穴,腳膝腫痛,NULL
木土穴之火門穴,嘔吐,NULL
木土穴之火門穴,坐骨神經痛,NULL
木土穴之火門穴,岔氣,NULL
木土穴之火門穴,急慢性胃腸炎,NULL
木土穴之火門穴,慢性下痢,NULL
木土穴之火門穴,肝炎,NULL
木土穴之火門穴,肝硬化,NULL
木土穴之火門穴,胃腸脹氣,NULL
木土穴之火門穴,脊椎骨刺,NULL
木土穴之火門穴,脾腫大,NULL
木土穴之火門穴,腰背酸痛,NULL
木土穴之火門穴,腳膝腫痛,NULL
木婦穴,子宮炎,NULL
木婦穴,月經不調,NULL
木婦穴,經痛,NULL
木婦穴,輸卵管不通,NULL
木府穴,冠心症,NULL
木斗穴,小兒麻痺,NULL
木斗穴,消化不良,NULL
木斗穴,疲勞,NULL
木斗穴,肝病,NULL
木斗穴,肥病,NULL
木昌穴,冠心症,NULL
木枝穴(大腿區),急慢性膽炎,NULL
木枝穴(小腿區),久年頭痛,NULL
木枝穴(小腿區),心悶,NULL
木枝穴(小腿區),心臟無力,NULL
木枝穴(小腿區),疲勞,NULL
木枝穴(小腿區),肩痛,NULL
木枝穴(小腿區),背痛,NULL
木枝穴(小腿區),腦神經痛,NULL
木枝穴(頭面區),小兒夜哭,NULL
木枝穴(頭面區),肝虛,NULL
木枝穴(頭面區),膽虛,NULL
木梁穴,冠心症,NULL
木火四穴之一穴,半身不遂,NULL
木火四穴之三穴,半身不遂,NULL
木火四穴之二穴,半身不遂,NULL
木火四穴之四穴,半身不遂,NULL
木炎一穴,兩脇痛,NULL
木炎一穴,各種肝炎,NULL
木炎一穴,氣喘,NULL
木炎一穴,肝硬化,NULL
木炎一穴,腳抽筋,NULL
木炎一穴,腹水,NULL
木炎三穴,兩脇痛,NULL
木炎三穴,各種肝炎,NULL
木炎三穴,氣喘,NULL
木炎三穴,肝硬化,NULL
木炎三穴,腳抽筋,NULL
木炎三穴,腹水,NULL
木炎二穴,兩脇痛,NULL
木炎二穴,各種肝炎,NULL
木炎二穴,氣喘,NULL
木炎二穴,肝硬化,NULL
木炎二穴,腳抽筋,NULL
木炎二穴,腹水,NULL
木留穴,小兒麻痺,NULL
木留穴,消化不良,NULL
木留穴,疲勞,NULL
木留穴,白血球症,NULL
木留穴,肛病,NULL
木留穴,肝病,NULL
木留穴,脾腫大,NULL
木硬穴,肝硬化,NULL
木科一穴,前列腺炎,NULL
木科一穴,坐骨神經痛,NULL
木科一穴,尿道炎,NULL
木科一穴,心窩下疼痛,NULL
木科一穴,疝氣,NULL
木科一穴,肝炎,NULL
木科一穴,腰痛,NULL
木科三穴,前列腺炎,NULL
木科三穴,坐骨神經痛,NULL
木科三穴,尿道炎,NULL
木科三穴,心窩下疼痛,NULL
木科三穴,疝氣,NULL
木科三穴,肝炎,NULL
木科三穴,腰痛,NULL
木科二穴,前列腺炎,NULL
木科二穴,坐骨神經痛,NULL
木科二穴,尿道炎,NULL
木科二穴,心窩下疼痛,NULL
木科二穴,疝氣,NULL
木科二穴,肝炎,NULL
木科二穴,腰痛,NULL
木羚穴,各種心臟病,NULL
木羚穴,心半身不遂,NULL
木羚穴,肝炎,NULL
木羚穴,肩痛,NULL
木羚穴,胸痛,NULL
木羚穴,頭昏,NULL
木羚穴,頭脹,NULL
木耳穴,肝痛,NULL
木耳穴,肝硬化,NULL
木耳穴,肝腫大,NULL
木耳穴,肝衰弱引起之疲勞,NULL
木肝穴,各種肝炎,NULL
木肝穴,急性肝炎,NULL
木脊穴,五指伸屈不靈,NULL
木脊穴,舌強,NULL
木脊穴,足跟痛,NULL
木脊穴,頸椎骨痛,NULL
木華一穴,小腿脹痛,NULL
木華二穴,小腿脹痛,NULL
木華穴,眼花時背痛,NULL
木華穴,舌麻,NULL
木華穴,足跟痛,NULL
木華穴,頭暈,NULL
木華穴,黃膽病,NULL
木通穴,久年頭痛,NULL
木通穴,偏頭痛,NULL
木通穴,胃及十二指腸潰瘍,NULL
木通穴,腦神經衰弱,NULL
木關穴,腰痛,NULL
木陵穴,久年頭痛,NULL
木陵穴,心悶,NULL
木陵穴,心胸無力,NULL
木陵穴,疲勞,NULL
木陵穴,痔瘡出血,NULL
木陵穴,肝痛,NULL
木陵穴,肩痛,NULL
木陵穴,背痛,NULL
木陵穴,腦神經痛,NULL
木靈穴,肝膽疾病,NULL
木頂穴,前額頭痛,NULL
木頂穴,囟門附近頭痛,NULL
木頂穴,易於緊張則頭痛,NULL
木魁一穴,坐骨神經痛,NULL
木魁一穴,手五指伸屈不靈,NULL
木魁一穴,背痛,NULL
木魁一穴,脊椎神經痛,NULL
木魁一穴,腰痛,NULL
木魁一穴,舌強足跟痛,NULL
木魁一穴,骨刺,NULL
木魁三穴,坐骨神經痛,NULL
木魁三穴,手五指伸屈不靈,NULL
木魁三穴,肝病,NULL
木魁三穴,背痛,NULL
木魁三穴,脊椎神經痛,NULL
木魁三穴,腰痛,NULL
木魁三穴,舌強,NULL
木魁三穴,足跟痛,NULL
木魁三穴,骨刺,NULL
木魁二穴,坐骨神經痛,NULL
木魁二穴,手五指伸屈不靈,NULL
木魁二穴,肝病,NULL
木魁二穴,背痛,NULL
木魁二穴,脊椎神經痛,NULL
木魁二穴,腰痛,NULL
木魁二穴,舌強,NULL
木魁二穴,足跟痛,NULL
木魁二穴,骨刺,NULL
木黃穴,骨刺,NULL
本神穴,中風,11
本神穴,乾嘔,11
本神穴,前額頭痛,11
本神穴,半身不遂,11
本神穴,嘔吐,11
本神穴,失眠,11
本神穴,小兒驚癇,11
本神穴,小兒驚風,11
本神穴,暈眩,11
本神穴,梅尼爾氏病,11
本神穴,牙周疾病,11
本神穴,牙齒痛,11
本神穴,牙齦出血,11
本神穴,牙齦腫脹,11
本神穴,癲疾,11
本神穴,癲癇,11
本神穴,目眩,11
本神穴,睡眠障礙,11
本神穴,神經衰弱症,11
本神穴,肋間疼痛,11
本神穴,胸脅痛,11
本神穴,脖子酸痛,11
本神穴,頭痛,11
本神穴,頸部痠痛,11
本神穴,頸項強急,11
本神穴,頸項強痛,11
李白穴,腳扭傷,NULL
束骨穴,原發性高血壓,7
束骨穴,坐骨神經痛,7
束骨穴,大便溏,7
束骨穴,大便稀薄,7
束骨穴,慢性結膜炎,7
束骨穴,暈眩,7
束骨穴,月經期間腹瀉,7
束骨穴,梅尼爾氏病,7
束骨穴,泄瀉,7
束骨穴,疔瘡,7
束骨穴,痢疾,7
束骨穴,癲狂,7
束骨穴,癲疾,7
束骨穴,癲癇,7
束骨穴,發熱,7
束骨穴,發燒,7
束骨穴,目眩,7
束骨穴,眼睛紅痛,7
束骨穴,砂眼,7
束骨穴,耳聾,7
束骨穴,肛門灼熱感,7
束骨穴,脖子酸痛,7
束骨穴,腰痛,7
束骨穴,腰腿痛,7
束骨穴,腳五趾痛,7
束骨穴,腳外側痛,7
束骨穴,腳底外側痛,7
束骨穴,腹瀉,7
束骨穴,臀部痛,7
束骨穴,針眼,7
束骨穴,項強,7
束骨穴,頭痛,7
束骨穴,頸部痠痛,7
梁丘穴,下肢不遂,3
梁丘穴,乳癰,3
梁丘穴,乳腺炎,3
梁丘穴,便秘,3
梁丘穴,口歪眼斜,3
梁丘穴,咽喉腫痛,3
梁丘穴,多汗,3
梁丘穴,滯產,3
梁丘穴,熱病無汗,3
梁丘穴,牙關緊閉,3
梁丘穴,痄腮,3
梁丘穴,目赤腫痛,3
梁丘穴,經閉,3
梁丘穴,耳聾,3
梁丘穴,胃痛,3
梁丘穴,腹瀉,3
梁丘穴,腹痛,3
梁丘穴,膝痛,3
梁丘穴,血尿,3
梁丘穴,頭痛,3
梁丘穴,食慾不振,3
梁丘穴,鼻衄,3
梁丘穴,齒痛,3
梁門穴,嘔吐,3
梁門穴,完穀不化,3
梁門穴,泄瀉,3
梁門穴,消化不良,3
梁門穴,疝痛,3
梁門穴,胃痛,3
梁門穴,脘痛,3
梁門穴,脫肛,3
梁門穴,腹脹,3
梁門穴,食欲不振,3
梅花穴,消化不良,NULL
梅花穴,胃脘痛,NULL
梅花穴,胸痛,NULL
條口穴,下肢痿痹,3
條口穴,肩臂痛,3
條口穴,脘痛,3
條口穴,脘腹疼痛,3
條口穴,足痿,3
條口穴,跗腫,3
條口穴,轉筋,3
極泉穴,冠狀動脈疾病,5
極泉穴,半身不遂,5
極泉穴,口乾口渴,5
極泉穴,咽乾煩渴,5
極泉穴,咽喉痛,5
極泉穴,咽喉部乾燥,5
極泉穴,咽干煩渴,5
極泉穴,喉氣管炎,5
極泉穴,容易嘆氣,5
極泉穴,容易恐懼,5
極泉穴,容易悲傷,5
極泉穴,容易生氣,5
極泉穴,心包炎,5
極泉穴,心律失常,5
極泉穴,心悸,5
極泉穴,心痛,5
極泉穴,心絞痛,5
極泉穴,心臟病,5
極泉穴,心臟痛,5
極泉穴,急性咽喉炎,5
極泉穴,慢性喉炎,5
極泉穴,慢性風濕性心包炎,5
極泉穴,產後乳汁不足,5
極泉穴,瘰癘,5
極泉穴,瘰癧,5
極泉穴,眼睛發黃,5
極泉穴,肋間疼痛,5
極泉穴,肩臂疼痛,5
極泉穴,胃脘痛,5
極泉穴,胸悶,5
極泉穴,脅肋疼痛,5
極泉穴,腋下腫痛,5
極泉穴,黃疸,5
橫骨穴,下腹脹氣,8
橫骨穴,下腹部痛,8
橫骨穴,夜間遺尿,8
橫骨穴,小便不利,8
橫骨穴,小便不通,8
橫骨穴,少腹痛,8
橫骨穴,尿失禁,8
橫骨穴,排尿困難,8
橫骨穴,排尿疼痛,8
橫骨穴,男性勃起障礙,8
橫骨穴,疝氣,8
橫骨穴,腰痛,8
橫骨穴,腹股溝疝氣,8
橫骨穴,膀胱炎,8
橫骨穴,遺尿,8
橫骨穴,遺精,8
橫骨穴,陰部痛,8
橫骨穴,陽痿,8
次髎穴,下肢痿痹,7
次髎穴,乾嘔,7
次髎穴,便秘,7
次髎穴,前列腺增生,7
次髎穴,前列腺炎,7
次髎穴,卵巢炎,7
次髎穴,嘔吐,7
次髎穴,坐骨神經痛,7
次髎穴,夜間遺尿,7
次髎穴,大便溏,7
次髎穴,大便稀薄,7
次髎穴,女性不孕症,7
次髎穴,女陰搔癢,7
次髎穴,子宮內膜異位症,7
次髎穴,子宮發炎,7
次髎穴,小便不利,7
次髎穴,小便渾濁不清,7
次髎穴,小便顏色偏黃,7
次髎穴,尿中挾有膿液,7
次髎穴,尿失禁,7
次髎穴,尿道炎,7
次髎穴,帶下,7
次髎穴,性慾低下,7
次髎穴,排尿困難,7
次髎穴,排尿疼痛,7
次髎穴,月經不調,7
次髎穴,月經延後到來,7
次髎穴,月經期間腹瀉,7
次髎穴,月經痛,7
次髎穴,月經週期不規則,7
次髎穴,泄瀉,7
次髎穴,流鼻血,7
次髎穴,男性勃起障礙,7
次髎穴,疝氣,7
次髎穴,痛經,7
次髎穴,痢疾,7
次髎穴,白帶,7
次髎穴,背部感覺冷,7
次髎穴,腰痛,7
次髎穴,腰腿痛,7
次髎穴,腸鳴,7
次髎穴,腹瀉,7
次髎穴,腹股溝疝氣,7
次髎穴,臀部痛,7
次髎穴,赤白帶,7
次髎穴,赤白帶下,7
次髎穴,遺精,7
次髎穴,閉經,7
次髎穴,陰囊搔癢,7
次髎穴,陰道炎,7
次髎穴,面色發白,7
次髎穴,黃帶,7
止涎五穴之一穴,中風患者流涎,NULL
止涎五穴之一穴,小孩流口水,NULL
止涎五穴之一穴,牙痛,NULL
止涎五穴之一穴,白內障,NULL
止涎五穴之一穴,胃寒胃痛,NULL
止涎五穴之一穴,腸疝,NULL
止涎五穴之一穴,虛泄,NULL
止涎五穴之一穴,視神經炎,NULL
止涎五穴之一穴,視神經萎縮,NULL
止涎五穴之一穴,角膜炎,NULL
止涎五穴之一穴,迎風流淚,NULL
止涎五穴之三穴,中風患者流涎,NULL
止涎五穴之三穴,小孩流口水,NULL
止涎五穴之三穴,牙痛,NULL
止涎五穴之三穴,白內障,NULL
止涎五穴之三穴,胃寒胃痛,NULL
止涎五穴之三穴,腸疝,NULL
止涎五穴之三穴,虛泄,NULL
止涎五穴之三穴,視神經炎,NULL
止涎五穴之三穴,視神經萎縮,NULL
止涎五穴之三穴,角膜炎,NULL
止涎五穴之三穴,迎風流淚,NULL
止涎五穴之二穴,中風患者流涎,NULL
止涎五穴之二穴,小孩流口水,NULL
止涎五穴之二穴,牙痛,NULL
止涎五穴之二穴,白內障,NULL
止涎五穴之二穴,胃寒胃痛,NULL
止涎五穴之二穴,腸疝,NULL
止涎五穴之二穴,虛泄,NULL
